question,total_token_counts
저는 시각 장애인이고 일상 생활 활동에서 도움이 필요해요,2578
저는 지적 장애를 가진 청소년이고 새로운 기술을 배우고 싶어요,1956
저는 이동에 문제가 있는 노인이고 교통 수단과 관련된 도움이 필요해요,2010
저는 최근 회사의 축소 정책으로 일자리를 잃었어요,2468
"저는 특별한 필요를 가진 어린 아이를 키우고 있는데, 가격이 저렴하면서 그들의 필요를 충족시켜 줄 수 있는 보육 옵션을 찾는 것이 어려워요",1978
"저는 혼자 사는 노인이고, 자주 외로움을 느끼고 사회적으로 고립되는 느낌이 들어요",3072
저는 신체적인 장애가 있어 대중 교통을 이용하기 힘들어요,3796
저는 최근 자연재해로 집이 파괴되었어요,1566
"소기업 주인으로서, 장애인을 위한 더 포용적인 직장을 만들고 싶습니다",2411
"최근 회사를 시작했는데, 고용한 장애인 직원의 요구를 충족시킬 수 있는 환경을 마련하고 싶습니다",3153
"제조업을 하는 사업주로서, 장애인을 고용하여 직원 수를 늘리고 싶습니다",2582
"레스토랑을 운영하고 있는데, 장애인 고객들이 이용하기 편리하고 환영받는 공간을 만들고 싶습니다",3236
"다양성과 포용을 촉진하는 회사에서 일하고 있는데, 장애인 직원들을 지원하는 방법을 개선하고 싶습니다",2737
지난 날들에 나는 새로운 사업을 시작했어,3297
작은 사업주로서 나는 직원들의 직장 환경을 개선하고 싶어,4213
나는 신체적 장애가 있어서 일자리를 구하는 데 어려움을 겪고 있어,2032
"나는 노인이고, 나만의 사업을 시작하고 싶어",3969
"나는 임신한 여성이고, 직장 안전에 대해 걱정이 돼",3258
소상업주로서 중증 장애인 고용에 대한 비용 관리에 어려움을 겪고 있어요,3101
특수 교육이 필요한 아이의 부모로서 학교에서 아이를 도와줄 추가적인 지원을 찾고 있어요,1466
자신의 비즈니스를 시작하려는데 지도와 지원이 필요한 장애인이에요,2983
포용적인 근로 환경을 조성하고싶은데 다양한 능력을 가진 직원들에 대한 숙면 방법을 모르겠어요,3801
장애인으로서 장애와 관련된 비용을 지원받고 싶어요,1816
"최근에 장애인을 고용해서 회사에서 일하게 했는데, 그들이 일을 도와주는 지원 서비스가 있는지 잘 모르겠어요",3057
"장애인을 고용하려고 생각 중인데, 그들에게 필요한 혜택을 제공하는 데 드는 비용이 걱정돼요",3111
"장애인이고, 직접 사업을 시작하고 싶은데, 시작 자금에 대한 금전적 지원이 필요해요",3494
제가 장애인이라서 저에게 맞는 일자리를 찾는 데 어려움을 겪고 있어요,1758
"장애인을 고용하는 것을 고려하고 있지만, 그들이 일자리에서 요구되는 업무를 수행할 수 있는지 확신이 없어요",3038
요즘 일을 잃어서 생활이 어렵습니다,2353
저는 싱글 부모이고 특수 요구를 가진 아이를 키우고 있습니다,3851
독거노인이며 가사일과 잡일을 처리하기 어렵게 느껴집니다,2393
저는 만성 질병을 가지고 있어 정기적인 의료 치료가 필요합니다,1872
최근 트라우마를 겪어서 지칠 것 같고 불안감을 느낍니다,2713
장애를 가지고 있고 나는 나만의 비즈니스를 시작하고 싶지만 어디서부터 시작해야 할지 모르겠어요,3158
최근에 장애가 생겨서 나에게 맞는 일자리를 찾고 있는데요,1663
"저는 장애를 가진 청년이고, 교육을 더 받을 방법을 찾고 있어요",2124
장애 때문에 재정을 관리하는 데 어려움을 겪고 있어요,1238
저는 장애를 가지고 있어서 사회적으로 고립되는 느낌이 들어요,2797
최근에 일자리를 잃었어요,1826
저는 신체적인 장애가 있어서 작은 가게를 열고 싶어요,2036
"저는 군인이었고, 자기 사업을 시작하려고 생각하고 있어요",2215
"저는 여러 해동안 서비스 업계에서 일하고 있는데, 이제 제 자신의 레스토랑을 열 시기가 됐다고 생각해요",3245
"저는 패션에 열정을 가지고 있고, 부티크를 열고 싶어요",2491
"나는 최근에 은퇴하고, 내 꿈인 창업을 할 새로운 기회를 찾고 있어",4852
"나는 장애를 가진 젊은 성인이고, 창업을 하고 싶지만 어디서부터 시작해야 할지, 또한 나에게 어떤 지원이 가능한지 모르겠어",4328
전쟁 피해자이자 장애를 가진 사람인 나는 창업의 가능성을 탐구하고 싶어,3176
"나는 오랜 시간동안 같은 산업에서 근무해왔지만, 장애 때문에 다른 분야로 전환하고 싶어",3039
"나는 장애를 가지고 있지만, 항상 창업에 열정을 가지고 있었지만, 이루기 위한 지식과 기술이 부족해",3641
시각 장애가 있어서 책을 읽는 데 어려움이 있어요,2663
신체적인 장애가 있어서 일반적인 마우스와 키보드 사용이 어려워요,2848
청각 장애가 있어서 의사소통이 어려워요,2654
소득이 낮아서 보조기기를 구매하기 힘들어요,2228
장애를 가진 군인이라 정보 및 의사소통 장치에 도움이 필요해요,2506
"실망스럽게도, 최근에 일자리를 잃어버렸어요",2075
"제가 만성 질환을 가지고 있어서 전문의를 자주 방문해야하지만, 약물과 치료 비용을 감당하기 어려워요",2428
"저는 장애가 있어서 정기적인 의료 관리가 필요한데, 본인 부담금을 감당하기 어려워요",1739
소득이 적어서 의료비를 지불하는 것이 어려워요,1810
제 아이는 희귀한 질병을 가지고 있는데 치료 비용이 매우 비싸요,1756
제 아이는 희귀한 질병을 가지고 있는데 치료 비용이 매우 비싸요,1756
"저는 두 자녀를 둔 싱글 부모이고, 그들의 의료비를 감당하는 데 어려움을 겪고 있어요",3393
최근에 직장을 잃었고 현재 소득이 없어요,2472
저는 만성 질환을 가지고 있어서 장기간의 치료가 필요해요,2394
"저는 노인이라고 할 수 있는데, 한정된 소득으로 처방 약을 갚기가 어려워요",3601
저는 신체적 장애가 있어서 휠체어나 보청기와 같은 보조기구의 높은 비용을 감당하기가 힘들어요,3022
긴 거리를 걷는 것이 힘들고 자주 피곤해요,2068
균형을 잡는 것이 어려워서 자주 넘어지지 않을까봐 걱정돼요,2398
들리는 게 어려워서 다른 사람들과 대화하기가 힘들어요,1454
정기적으로 병원에서 검진을 받아야 하는 만성 질병이 있어서 병원까지 이동하기 힘들어요,3055
임신 중인데 등 통증이 자주 생겨요,2133
최근에 일자리를 잃어버렸어요,1978
저는 장애가 있어서 일상 생활에서 도움이 필요해요,1908
"저는 싱글 부모이고, 아이를 양육하는 게 어려워요",3516
저는 만성 질환을 가지고 있어서 의료비에 도움이 필요해요,3254
"저는 혼자 살고 있는 노인이고, 사회적으로 고립된 느낌이 들어요",3236
나는 저소득자이고 의료비 지원이 필요합니다,1863
최근에 장애를 가졌고 일상 생활 도움이 필요합니다,2278
저는 혼자서 자녀의 교육을 제공하는 데 어려움을 겪고 있습니다,1560
정신 건강 상태가 좋지 않아 지원과 상담이 필요합니다,3005
저는 노인이고 접근성을 위한 가정 개조 지원이 필요합니다,2832
최근에 다리를 다쳐서 움직이기가 어렵습니다,1998
제 할머니는 듣기가 어려워지고 다른 사람들과 대화하기가 힘들어지고 있습니다,1122
시력이 제한되어 책을 읽거나 중요한 정보를 보는 데 어려움을 겪고 있습니다,1807
제 아이는 발달 장애가 있어 자신을 위한 옷을 입는 것이나 식기를 사용하는 것과 같은 미세한 운동 능력에 어려움을 겪고 있습니다,3827
"저는 휠체어 사용자이고, 경사로나 적절한 접근성 시설이 구비되지 않은 공공 공간에 접근하는 데 어려움을 겪습니다",2692
"최근에 장애를 지닌 아이를 입양했는데, 그들의 의료비를 감당하기가 어렵습니다",1485
저는 장애를 지닌 아이의 부모입니다,3873
"최근에 장애를 지닌 아이의 보호자가 되었는데, 그들의 의료 치료 비용을 감당하기 위해 도움이 필요합니다",1624
"저는 특수 필요를 가진 아이를 입양했는데, 모든 의료 비용을 혼자서 감당하기 어렵습니다",1538
저는 입양한 장애를 지닌 아이의 의료비를 감당하는 데 어려움을 겪고 있습니다,1297
우리 아이는 말과 언어 발달에 어려움을 겪고 있어요,3477
"노인 부모님에게 최근 청각 장애 진단을 받았는데, 그들은 효과적으로 소통하기가 어려워해요",2469
저는 지적 장애를 가진 10살 아이의 한 부모입니다,3986
"제 동생은 자폐증을 가지고 있고, 사회적 상호작용과 의사소통 기술에 어려움을 겪고 있어요",2357
"저는 어린이집에서 일하는데, 언어 발달에 지연이 있는 아이들이 몇 명 있어요",3748
최근에 일자리를 잃었고 생활비를 조기하게 마련하는 데 어려움을 겪고 있어요,1744
저는 싱글 부모이고 저렴한 보육시설을 찾기가 어려워요,1409
저는 장애를 가지고 있어서 목욕이나 옷 입기 같은 일상 생활에서 도움이 필요해요,2518
저는 학생이고 학습 장애가 있어서 공부에 도움이 필요해요,1859
저는 홀로 생활하고 느끼는 외로움과 고립감이 있어요,4643
"최근에 발달 장애를 가진 어린이를 입양했는데, 그들의 성장과 발달을 어떻게 지원해야 할지 잘 모르겠어요",1333
"나는 언어 및 말 장애를 가진 아이를 키우는 싱글맘인데, 그들의 의사 소통 기술을 향상시키는 방법을 찾고 있어요",2604
고령 부모님께서 기억력 상실과 인지능력 저하를 겪고 있어요,1895
"나는 시각 장애를 가지고 태어났는데, 독립 생활 기술과 이동에 도움이 되는 지원이 필요해요",2940
제 아이는 사회적 상호작용과 감정 조절에 어려움을 겪고 있어요,4198
새로운 동네로 이사를 왔는데 주변에 아는 사람이 없어요,1413
만성 통증을 겪고 있는데 효과적으로 관리하는 방법을 모르겠어요,2183
장애가 있어서 지역사회에서 제공하는 자원과 지원을 받을 수 있는 서비스를 찾고 있어요,1607
전반적인 건강과 웰빙을 향상시키고 싶은데 어떻게 해야 할지 가이드가 필요해요,3377
혼자 살고 있는데 자주 외로움을 느껴요,2092
최근에 수술을 받아 완전히 회복하는 것이 어렵네요,2054
제 아이는 장애가 있어서 그들의 안녕과 필요한 의료관리를 위해 지원이 필요합니다,3436
저는 장애인이고 가능한 빨리 지역사회로 복귀하고 싶습니다,2288
저는 장애인으로 노인이며 건강과 안녕을 관리하는 데 도움이 필요합니다,3341
최근에 새 도시로 이사를 왔는데 장애 관련 보건 서비스를 어디에서 받아야 할지 모르겠습니다,2126
"내가 장애가 있어서 걸어다니는 것이 어려워서 건강 검진을 받아야 하는데, 이동에 어려움을 해소해줄 수 있는 서비스가 있을까요?",2144
저는 노인이라서 정상적인 건강 검진 시설에 방문하기 어렵습니다,5471
"제가 장애를 겪고 있는데, 제 필요에 맞춘 건강 관리 서비스가 있는지 알고 싶습니다",1885
심한 장애를 겪고 있는 사람들을 위해 추가 지원을 제공해주는 건강 검진 서비스에 대해 들어봤습니다,2828
저는 외진 지역에 거주하고 있어서 의료 서비스에 접근하기 어렵습니다,2563
저 최근 다리를 다친 것 같아요,2176
저 싱글부모이고 유치원에 보내기에 돈을 내기 힘들어요,2055
저는 노년 기자이고 집에서 자주 외로움을 느끼고 있어요,4251
최근에 직장을 잃었고 청구서를 내기가 힘들어요,1812
제 가족 중 시각 장애가 있는 사람이 있어서 일상적인 일을 도와주는 서비스가 있을까요?,2513
최근에 척수 손상을 입어 일상생활에 적응하기가 어렵습니다,2528
